ObjektNr;Objektname;Baustelle;BaustPLZ;BaustOrt;BaustKanton;BaustBezirk;ReferenzNr;Kurzbeschreibung;Baustadium;BaustadiumDatum;BaustadiumAlt;BaustadiumDatumAlt;Baukosten;Baubeginn;Bauende;AnzWhg;Hauptkategorie;KatCode01;KatText01;KatCode02;KatText02;KatCode03;KatText03;KatCode04;KatText04;KatCode05;KatText05;KatCode06;KatText06;KatCode07;KatText07;KatCode08;KatText08;KatCode09;KatText09;KatCode10;KatText10
3281194;Neubau Einfamilienhaus mit integrierter Garage;Altstätterstrasse;9451;Kriessern;SG;Rheintal;Parz. 6264;Neubau Einfamilienhaus mit integrierter Garage;Baubewilligung erteilt;12.07.2024;Baugesuch eingereicht;06.03.2024;1.20 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3281197;Neubau Einfamilienhaus mit Carport;Lehnhaldenstrasse 24;9014;St. Gallen;SG;St. Gallen;Parz. 2739;Neubau Einfamilienhaus mit Carport;Baubewilligung erteilt;18.06.2024;Baugesuch eingereicht;06.03.2024;0.78 Mio CHF;Jul 24;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;1314;Carports und Abstellplätze;;;;;;;;;;;;;;;;
3281423;Umbau und Sanierung Einfamilienhaus;Buechholzstrasse 5;9442;Berneck;SG;Rheintal;Parz. 1180;Umbau und Sanierung Einfamilienhaus;Baubewilligung erteilt;14.05.2024;Baugesuch eingereicht;07.03.2024;0.60 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;;;;;;;;;;;;;;;;
3281425;Fassadensanierung bei Einfamilienhaus mit Ersatz Fenster;Hueb;9614;Libingen;SG;Toggenburg;Parz. 447;Fassadensanierung bei Einfamilienhaus mit Ersatz Fenster;Baubewilligung erteilt;10.07.2024;Baugesuch eingereicht;07.03.2024;0.06 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;;;;;;;;;;;;;;;;
3281427;Sanierung Fassaden bei Einfamilienhaus;Metzwil 2a;9126;Necker;SG;Toggenburg;Parz. 5000;Sanierung Fassaden bei Einfamilienhaus;Baubewilligung erteilt;18.04.2024;Baugesuch eingereicht;07.03.2024;0.06 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3281454;Ausbau Dachgeschoss mit neuer Gaube bei Zweifamilienhaus;Gossauerstrasse 16;9246;Niederbüren;SG;Wil;Parz. 27;Ausbau Dachgeschoss mit neuer Gaube bei Zweifamilienhaus;Baubewilligung erteilt;12.04.2024;Baugesuch eingereicht;07.03.2024;0.20-0.30 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3281867;Erweiterung Einfamilienhaus;Mühlefeldstrasse 18;9113;Degersheim;SG;Wil;Parz.;Erweiterung Einfamilienhaus;Baubewilligung erteilt;12.04.2024;Baugesuch eingereicht;08.03.2024;0.19 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3281874;Energetische Fassadensanierung und Ersatz Fenster bei Einfamilienhaus;Degersheimerstrasse 16;9230;Flawil;SG;Wil;Parz. 684;Energetische Fassadensanierung und Ersatz Fenster bei Einfamilienhaus;Baubewilligung erteilt;20.06.2024;Baugesuch eingereicht;08.03.2024;0.14 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;;;;;;;;;;;;;;;;
3281877;Sanierung Dach und Fassade bei Einfamilienhaus;Landberg 2406;9230;Flawil;SG;Wil;Parz. 3051;Sanierung Dach und Fassade bei Einfamilienhaus;Baubewilligung erteilt;13.06.2024;Baugesuch eingereicht;08.03.2024;0.27 Mio CHF;17.06.2024;Okt 24;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;;;;;;;;;;;;;;;;
3281905;Ersatzbau Scheune mit Wohnraumerweiterung;Büel 321;9063;Stein AR;AR;Hinterland;Parz. 713;Ersatzbau Scheune mit Wohnraumerweiterung und Neubau Garage (L-Zone, Unternehmer bestimmt);Baubewilligung erteilt;29.10.2024;Baugesuch eingereicht;08.03.2024;0.50 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);116;Wohnungen;430;Stallungen und landwirtschaftliche Produktionsanlagen;1313;Garagen / Fertiggaragen;;;;;;;;;;;;;;
3282590;Umbau eines Einfamilienhauses;Bahnhofstrasse 38;9313;Muolen;SG;St. Gallen;Parz. 231;Umbau eines Einfamilienhauses (L-Zone);Baubewilligung erteilt;26.09.2024;Baugesuch eingereicht;11.03.2024;0.15 Mio CHF;Sommer 2025;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3282766;Neubau Einfamilienhaus mit integrierter Autounterstand;Muntweg 2;9476;Fontnas;SG;Werdenberg;Parz. 1715;Neubau Einfamilienhaus mit integrierter Autounterstand;Baubewilligung erteilt;24.07.2024;Baugesuch eingereicht;12.03.2024;0.99 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;1314;Carports und Abstellplätze;;;;;;;;;;;;;;;;
3282767;Sanierung Fassaden bei Ferienhaus und Installation Photovoltaikanlage;Iltios 1733, 1734;9657;Unterwasser;SG;Toggenburg;Parz. 1725;Sanierung Fassaden bei Ferienhaus und Installation Photovoltaikanlage;Baubewilligung erteilt;15.05.2024;Baugesuch eingereicht;12.03.2024;0.10 Mio CHF;Mitte Mai 2024;;1;Wohnen (bis 2 Wohneinheiten);113;Ferienhäuser;;;;;;;;;;;;;;;;;;
3282946;Dachsanierung und Einbau Dachfenster;Weesenstrasse 77 / Oberer Acker;9050;Appenzell Meistersrüte;AI;Appenzell I.Rh.;Parz. 695;Dachsanierung und Einbau Dachfenster;Baubewilligung erteilt;18.06.2024;Baugesuch eingereicht;13.03.2024;0.15 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;;;;;;;;;;;;;;;;
3282951;Erweiterung / Umbau Dachgeschoss;Tonimareies 10;9050;Appenzell;AI;Appenzell I.Rh.;Parz. 1223;Erweiterung / Umbau Dachgeschoss beim Einfamilienhaus;Baubewilligung erteilt;20.08.2024;Baugesuch eingereicht;13.03.2024;nicht veröffentlicht;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;;;;;;;;;;;;;;;;
3282956;Sanierung und Umbau Bauernhaus;Ackerstrasse 2;9413;Oberegg;AI;Appenzell I.Rh.;Parz. 282;Sanierung und Umbau Bauernhaus (L-Zone);Baubewilligung erteilt;28.05.2024;Baugesuch eingereicht;13.03.2024;nicht veröffentlicht;Sommer 2024;;1;Wohnen (bis 2 Wohneinheiten);115;Bauernhäuser;;;;;;;;;;;;;;;;;;
3282999;Einbau Lift im best. Wohnhaus;Blattenstrasse 34;9450;Altstätten SG;SG;Rheintal;Parz. 4789;Einbau Lift im best. Wohnhaus;Baubewilligung erteilt;16.04.2024;Baugesuch eingereicht;13.03.2024;0.03 Mio CHF;01.04.2024;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3283243;Umbau, Energetische Sanierung und Erweiterung Einfamilienhaus;Ahornstrasse 7;8873;Amden;SG;See-Gaster;Parz. 1452;Anbau Nordseitig, Veloraum unter Terrain westseitig, Energetische Sanierung des ganzen Gebäudes (Projektänderung);Baubewilligung erteilt;13.09.2024;Baugesuch eingereicht;14.03.2024;0.60 Mio CHF;02.09.2024;Ende November 2024;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;111;Einfamilienhäuser;;;;;;;;;;;;;;
3283245;Energetische Sanierung Ferienhaus;Obere Betliserstrasse 20;8873;Amden;SG;See-Gaster;Parz. 741;Energetische Sanierung Ferienhaus (L-Zone);Baubewilligung erteilt;05.06.2024;Baugesuch eingereicht;14.03.2024;0.24 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;;;;;;;;;;;;;;;;
3283254;Umbau und Erweiterung Einfamilienhaus;Laxstrasse 15;8890;Flums;SG;Sarganserland;Parz. 2161;Umbau und Erweiterung Einfamilienhaus;Baubewilligung erteilt;01.08.2024;Baugesuch eingereicht;14.03.2024;0.60 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;;;;;;;;;;;;;;;;
3283269;Neubau Einfamilienhaus mit innenliegender Garage;Hohensteinstrasse  9;9402;Mörschwil;SG;Rorschach;Parz. 1172;Neubau Einfamilienhaus mit innenliegender Garage;Baubewilligung erteilt;27.05.2024;Baugesuch eingereicht;14.03.2024;2.00 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;1313;Garagen / Fertiggaragen;;;;;;;;;;;;;;;;
3283307;Umbau Dachgeschoss mit Dachsanierung;Bergwerkstrasse 13;7320;Sargans;SG;Sarganserland;Parz. 1700;Umbau Dachgeschoss mit Dachsanierung;Baubewilligung erteilt;30.05.2024;Baugesuch eingereicht;14.03.2024;0.04 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;;;;;;;;;;;;;;;;
3284838;Neubau eines Einfamilienhauses;Ahornweg 1;9450;Lüchingen;AI;Appenzell I.Rh.;Parz. 1739;Neubau eines Einfamilienhauses mit integrierter Doppelgarage;Baubewilligung erteilt;17.07.2024;Baugesuch eingereicht;21.03.2024;1.22 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;1313;Garagen / Fertiggaragen;;;;;;;;;;;;;;;;
3284948;Asiatisch Take Away;Widenstrasse 1a;9444;Diepoldsau;SG;Rheintal;Parz. 582;Asiatisch Take Away;Baubewilligung erteilt;17.05.2024;Baugesuch eingereicht;21.03.2024;0.10 Mio CHF;;;1;Gastgewerbe und Fremdenverkehr;1110;Restaurationsbetriebe;;;;;;;;;;;;;;;;;;
3284955;Neubau Einfamilienhaus mit Doppelgarage;Wuhrstrasse 5;9450;Lüchingen;SG;Rheintal;Gst. 1319;Neubau Einfamilienhaus mit Doppelgarage (Projektänderung);Baubewilligung erteilt;01.10.2024;Baugesuch eingereicht;21.03.2024;0.80-1.00 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;1313;Garagen / Fertiggaragen;;;;;;;;;;;;;;;;
3284966;Erweiterung Einfamilienhaus und PV-Anlage;Galserschstrasse 28;8890;Flums;SG;Sarganserland;Parz. 1222;Erweiterung Einfamilienhaus und PV-Anlage;Baubewilligung erteilt;28.05.2024;Baugesuch eingereicht;21.03.2024;0.12 Mio CHF;Sep 24;Nov 24;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3285122;Erweiterung Schlaf- und Badezimmer auf Garage;Floraweg 7;7324;Vilters;SG;Sarganserland;Parz. 3927;Erweiterung Schlaf- und Badezimmer auf Garage (im Bau);Baubewilligung erteilt;05.06.2024;Baugesuch eingereicht;22.03.2024;0.10 Mio CHF;Ende Mai 2024;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3285124;Neubau Einfamilienhaus und integrierte Garage;Vorderbergstrasse;7323;Wangs;SG;Sarganserland;Parz. 755;Neubau Einfamilienhaus und integrierte Garage (L-Zone);Baubewilligung erteilt;22.08.2024;Baugesuch eingereicht;22.03.2024;0.80 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3285673;Umbau und Sanierung Wohnhaus;Dammhaldenstrasse 14;9240;Uzwil;SG;Wil;Gst. 263;Umbau und Sanierung Wohnhaus;Baubewilligung erteilt;08.05.2024;Baugesuch eingereicht;22.03.2024;0.40 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;;;;;;;;;;;;;;;;
3285677;Umbau Einfamilienhaus, Anbau Sitzplatzüberdachung;Chatzensteig 346;9313;Muolen;SG;St. Gallen;Gst. 713;Umbau Einfamilienhaus, Anbau Sitzplatzüberdachung (L-Zone);Baubewilligung erteilt;26.06.2024;Baugesuch eingereicht;13.03.2024;0.50 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;;;;;;;;;;;;;;;;
3285680;Dachsanierung und Installation Photovoltaikanlage bei Einfamilienhaus;Stigelen 803,1, 1729;9651;Ennetbühl;SG;Toggenburg;Gst. 611;Dachsanierung und Installation Photovoltaikanlage bei Einfamilienhaus;Baubewilligung erteilt;25.05.2024;Baugesuch eingereicht;20.03.2024;0.06 Mio CHF;Ende Juni 2024;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;;;;;;;;;;;;;;;;
3285681;Neubau Einfamilienhaus und Erweiterung Remise/Garage;Ehratsrick 366;9612;Dreien;SG;Toggenburg;Gst. 1146;Neubau Einfamilienhaus und Erweiterung Remise/Garage (L-Zone/Unternehmer bestimmt);Baubewilligung erteilt;19.11.2024;Baugesuch eingereicht;18.03.2024;0.80 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;1313;Garagen / Fertiggaragen;;;;;;;;;;;;;;;;
3285701;Anbau bei Einfamilienhaus;Poststrasse 8;9113;Degersheim;SG;Wil;Parz. 316;Anbau bei Einfamilienhaus;Baubewilligung erteilt;17.05.2024;Baugesuch eingereicht;01.03.2024;0.08 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3286000;Neubau Einfamilienhaus und angebauter Carport;Hintere Blattenstrasse 7;9450;Altstätten SG;SG;Rheintal;Parz. 6181;Neubau Einfamilienhaus und angebauter Carport;Baubewilligung erteilt;01.05.2024;Baugesuch eingereicht;25.03.2024;0.74 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;1314;Carports und Abstellplätze;;;;;;;;;;;;;;;;
3286211;Neubau Einfamilienhaus un integrierte Garage;Sonnhaldenstrasse 53;8722;Kaltbrunn;SG;See-Gaster;Parz. 1640;Neubau Einfamilienhaus un integrierte Garage;Baubewilligung erteilt;22.07.2024;Baugesuch eingereicht;26.03.2024;1.50 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3286212;Neubau Einfamilienhaus mit integrierter Garage;Sonhaldenstrasse 51;8722;Kaltbrunn;SG;See-Gaster;Parz. 1641;Neubau Einfamilienhaus mit integrierter Garage;Baubewilligung erteilt;29.08.2024;Baugesuch eingereicht;26.03.2024;1.00 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3286468;Neubau Einfamilienhaus mit Doppelgarage;Bergli-Wis;9630;Wattwil;SG;Toggenburg;Parz. 1628;Neubau Einfamilienhaus mit Doppelgarage;Baubewilligung erteilt;27.05.2024;Baugesuch eingereicht;27.03.2024;0.70 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;1313;Garagen / Fertiggaragen;;;;;;;;;;;;;;;;
3286470;Sanierung Dach bei Ferienhaus mit Einbau Photovoltaikanlage;Moosstrasse 6;9658;Wildhaus;SG;Toggenburg;Parz. 573;Sanierung Dach bei Ferienhaus mit Einbau Photovoltaikanlage;Baubewilligung erteilt;31.05.2024;Baugesuch eingereicht;27.03.2024;0.10 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);113;Ferienhäuser;113;Ferienhäuser;;;;;;;;;;;;;;;;
3286933;Umbau und Erweiterung Einfamilienhaus, Neubau Garage;Speerstrasse 3;8735;St. Gallenkappel;SG;See-Gaster;Gst. 1057;Umbau und Erweiterung Einfamilienhaus, Neubau Garage und Wintergarten;Baubewilligung erteilt;05.06.2024;Baugesuch eingereicht;28.03.2024;0.80 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;1313;Garagen / Fertiggaragen;1710;Wintergarten;;;;;;;;;;;;
3286942;Energetische Sanierung Steildach bei Einfamilienhaus;Buhofstrasse 49;9424;Rheineck;SG;Rheintal;Parz. 163;Energetische Sanierung Steildach bei Einfamilienhaus;Baubewilligung erteilt;16.05.2024;Baugesuch eingereicht;28.03.2024;0.20 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;;;;;;;;;;;;;;;;
3286944;Neubau Einfamilienhaus, Remise und Umbau Scheune/Stall;Rain 643;9127;St. Peterzell;SG;Toggenburg;Gst. 182S, 184S;Neubau Einfamilienhaus, Remise und Umbau Scheune/Stall;Baubewilligung erteilt;20.11.2024;Baugesuch eingereicht;28.03.2024;1.00 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;410;Schuppen und Hütten;430;Stallungen und landwirtschaftliche Produktionsanlagen;430;Stallungen und landwirtschaftliche Produktionsanlagen;;;;;;;;;;;;
3286949;Neubau eines Einfamilienhauses mit Doppelgarage;Hintere Blattenstrasse 10;9450;Altstätten SG;SG;Rheintal;Gst. 6624;Neubau eines Einfamilienhauses mit Doppelgarage;Baubewilligung erteilt;27.05.2024;Baugesuch eingereicht;28.03.2024;1.18 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;1313;Garagen / Fertiggaragen;;;;;;;;;;;;;;;;
3287439;Neubau Einfamilienhaus und Carport;Hugobühlstrasse 6;9472;Grabs;SG;Werdenberg;Parz. 1580;Neubau Einfamilienhaus und Carport (Unternehmer bestimmt);Baubewilligung erteilt;30.04.2024;Baugesuch eingereicht;02.04.2024;1.00 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;1314;Carports und Abstellplätze;;;;;;;;;;;;;;;;
3287446;Energetische Fassadensanierung bei Einfamilienhaus;Oberreitenberg 419;9630;Wattwil;SG;Toggenburg;Parz. 283;Energetische Fassadensanierung bei Einfamilienhaus (Unternehmer bestimmt/Wünschen keine Offertanfragen);Baubewilligung erteilt;29.08.2024;Baugesuch eingereicht;02.04.2024;0.15 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;411;Gartenhäuser / Pavillons;;;;;;;;;;;;;;
3287507;Umbau Einfamilienhaus und Anbau Carport;Unter Bendlehn 31;9042;Speicher;AR;Mittelland;Gst. 942;Umbau Einfamilienhaus und Anbau Carport;Baubewilligung erteilt;19.06.2024;Baugesuch eingereicht;03.04.2024;0.80 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;1314;Carports und Abstellplätze;;;;;;;;;;;;;;;;
3287589;Neubau Wohnhaus mit Scheune;Harztannenstrasse 53;9450;Altstätten SG;SG;Rheintal;Parz. 677;Neubau Wohnhaus mit Scheune;Baubewilligung erteilt;10.07.2024;Baugesuch eingereicht;03.04.2024;1.50 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;430;Stallungen und landwirtschaftliche Produktionsanlagen;;;;;;;;;;;;;;;;
3288391;Sanierung Dach mit integrierter Photovoltaikanlage;Müslistrasse 22;9658;Wildhaus;SG;Toggenburg;Parz. 1911;Sanierung Dach mit integrierter Photovoltaikanlage, Sanierung Nord- und Ostfassade;Baubewilligung erteilt;14.06.2024;Baugesuch eingereicht;05.04.2024;0.12 Mio CHF;17.06.2024;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;;;;;;;;;;;;;;;;
3288761;Sanierung Einfamilienhaus mit Aufbau PV-Anlage;Rütelistrasse 19;9633;Hemberg;SG;Toggenburg;Parz. 193;Sanierung Einfamilienhaus und Aufbau PV-Anlage.;Baubewilligung erteilt;02.07.2024;Baugesuch eingereicht;08.04.2024;0.30 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;111;Einfamilienhäuser;;;;;;;;;;;;;;
3288762;Energetische Sanierung 2 Mehrfamilienhäuser;Langmoosweg 16, 16a;9404;Rorschacherberg;SG;Rorschach;Parz. 774;Energetische Sanierung 2 Mehrfamilienhäuser;Baubewilligung erteilt;02.09.2024;Baugesuch eingereicht;08.04.2024;0.60-0.70 Mio CHF;;;1;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;120;Mehrfamilienhäuser;120;Mehrfamilienhäuser;1314;Carports und Abstellplätze;;;;;;;;;;;;
3288968;Ersatzbau Hausteil West und Anbau Carport;Ausserdorfstrasse 2;7312;Pfäfers;SG;Sarganserland;Parz. 1645;Ersatzbau Hausteil West und Anbau Carport;Baubewilligung erteilt;25.05.2024;Baugesuch eingereicht;09.04.2024;0.41 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;1314;Carports und Abstellplätze;;;;;;;;;;;;;;;;
3289245;Umbau Einfamilienhaus (Dachgeschoss);Kirlenstrasse 2;9450;Altstätten SG;SG;Rheintal;Parz. 2996;Umbau Einfamilienhaus (Dachgeschoss);Baubewilligung erteilt;14.05.2024;Baugesuch eingereicht;10.04.2024;0.06 Mio CHF;06.05.2024;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3289251;Umbau und Sanierung Einfamilienhaus, Neubau Carport;Stockerstrasse 36;9436;Balgach;SG;Rheintal;Parz. 316;Umbau und Sanierung Einfamilienhaus, Neubau Carport;Baubewilligung erteilt;16.05.2024;Baugesuch eingereicht;10.04.2024;0.10 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;1314;Carports und Abstellplätze;;;;;;;;;;;;;;
3289253;Neubau Einfamilienhaus und integrierte Doppelgarage;Gabreitenstrasse 10;8887;Mels;SG;Sarganserland;Parz. 3980;Neubau Einfamilienhaus und integrierte Doppelgarage;Baubewilligung erteilt;31.05.2024;Baugesuch eingereicht;10.04.2024;1.60 Mio CHF;Jul 24;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3289256;Innenumbau und Sanierung Wohnhaus;Bodmen 389;9612;Dreien;SG;Toggenburg;Parz. 2223;Innenumbau und Sanierung Wohnhaus;Baubewilligung erteilt;30.05.2024;Baugesuch eingereicht;10.04.2024;0.20-0.40 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;;;;;;;;;;;;;;;;
3289257;Umbau und thermische Sanierung Einfamilienhaus, Neubau Terrasse;Dreiegglistrasse 13;9633;Hemberg;SG;Toggenburg;Parz. 72;Umbau und thermische Sanierung Einfamilienhaus, Neubau Terrasse (im Bau);Baubewilligung erteilt;14.06.2024;Baugesuch eingereicht;10.04.2024;0.10 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;;;;;;;;;;;;;;;;
3289259;Aufstockung eine Wohnung bei Einfamilienhaus;Hinterburgstrasse 21;9462;Montlingen;SG;Rheintal;Parz. 6345;Aufstockung eine Wohnung bei Einfamilienhaus (Unternehmer bestimmt);Baubewilligung erteilt;14.05.2024;Baugesuch eingereicht;10.04.2024;0.35 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3290487;Sanierung Dach bei Einfamilienhaus;Klausstrasse 7;9450;Altstätten SG;SG;Rheintal;Parz. 436;Sanierung Dach bei Einfamilienhaus;Baubewilligung erteilt;22.05.2024;Baugesuch eingereicht;15.04.2024;0.03-0.05 Mio CHF;Jun 24;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3290489;Neubau Einfamilienhaus mit überdeckte Terrasse und Carport;Rüdenstrasse 30;9442;Berneck;SG;Rheintal;Parz. 729;Neubau Einfamilienhaus mit überdeckte Terrasse und Carport;Baubewilligung erteilt;11.07.2024;Baugesuch eingereicht;15.04.2024;0.60 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;1314;Carports und Abstellplätze;;;;;;;;;;;;;;;;
3290500;Aufstockung Einfamilienhaus;Fähnernweg 4;9453;Eichberg;SG;Rheintal;Parz. 512;Aufstockung Einfamilienhaus und Neubau Gartenhaus;Baubewilligung erteilt;22.08.2024;Baugesuch eingereicht;15.04.2024;0.30 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;411;Gartenhäuser / Pavillons;;;;;;;;;;;;;;;;
3290754;Umbau Wohnhaus;Schalkhusenstrasse 20;9533;Kirchberg SG;SG;Toggenburg;Parz. 753;Umbau Wohnhaus;Baubewilligung erteilt;28.06.2024;Baugesuch eingereicht;16.04.2024;0.18 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3290760;Neubau Einfamilienhaus;Erdinos;7315;Vättis;SG;Sarganserland;Parz. 2230;Neubau Einfamilienhaus;Baubewilligung erteilt;23.05.2024;Baugesuch eingereicht;16.04.2024;0.60 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3290762;Energetische Sanierung Einfamilienhaus;Buhofstrasse 50;9424;Rheineck;SG;Rheintal;Parz. 101;Energetische Sanierung Einfamilienhaus;Baubewilligung erteilt;14.06.2024;Baugesuch eingereicht;16.04.2024;0.25 Mio CHF;10.06.2024;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;;;;;;;;;;;;;;;;
3292279;Neubau Einfamilienhaus mit integrierter Garage;Sonnhaldenweg;9450;Altstätten SG;SG;Rheintal;Parz. 6271;Neubau Einfamilienhaus mit integrierter Garage;Baubewilligung erteilt;27.06.2024;Baugesuch eingereicht;22.04.2024;0.80-1.00 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3292280;Aufstockung Einfamilienhaus;Stelzweg 22;9450;Altstätten SG;SG;Rheintal;Parz. 7;Aufstockung Einfamilienhaus (Unternehmer bestimmt/wünschen keine Offertanfragen);Baubewilligung erteilt;02.10.2024;Baugesuch eingereicht;22.04.2024;0.67 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3292299;Sanierung Dach bei Einfamilienhaus;Am Bach;8887;Mels;SG;Sarganserland;Parz. 4590;Sanierung Dach bei Einfamilienhaus;Baubewilligung erteilt;30.05.2024;Baugesuch eingereicht;22.04.2024;0.06 Mio CHF;;;1;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
