Anlieferungsdatum,Gesamtgewicht,Trend,Seasonal,Residual
2021-08-13 00:00:00+00:00,1942.98,1019.7673671232881,155.87741048455,767.335222392162
2021-08-14 00:00:00+00:00,1510.5866666666666,1019.9085360730597,187.79158034756375,302.8865502460431
2021-08-15 00:00:00+00:00,1078.1933333333334,1020.4340155251143,194.16440957130808,-136.40509176308902
2021-08-16 00:00:00+00:00,645.8,1021.3438054794523,5.022838795052394,-380.5666442745047
2021-08-17 00:00:00+00:00,366.36,1020.1081342465756,25.215350210577455,-678.963484457153
2021-08-18 00:00:00+00:00,1827.04,1017.1454493150686,121.27075112381962,688.6237995611117
2021-08-19 00:00:00+00:00,2327.96,1015.5081342465755,83.59484244802043,1228.857023305404
2021-08-20 00:00:00+00:00,2752.36,1013.3352027397264,342.7853556900295,1396.2394415702443
2021-08-21 00:00:00+00:00,2613.0,1011.4969561643838,527.543105461719,1073.959938373897
2021-08-22 00:00:00+00:00,2473.6400000000003,1009.8925908675802,349.6788351420844,1114.0685739903358
2021-08-23 00:00:00+00:00,2334.28,1008.5221068493154,267.7248442745044,1058.0330488761804
2021-08-24 00:00:00+00:00,903.5,1007.4053945205482,34.758086283636885,-138.66348080418504
2021-08-25 00:00:00+00:00,1562.34,1009.4075315068495,275.7521867402578,277.1802817528926
2021-08-26 00:00:00+00:00,1126.66,1009.8492301369866,356.2354671055545,-239.42469724254107
2021-08-27 00:00:00+00:00,544.3,1007.1989287671234,166.66660135212987,-629.5655301192534
2021-08-28 00:00:00+00:00,579.9133333333333,1006.6843534246578,-223.60991919581528,-203.16110089550926
2021-08-29 00:00:00+00:00,615.5266666666666,1005.8151114155254,-134.5797840359979,-255.70866071286085
2021-08-30 00:00:00+00:00,651.14,1004.5912027397262,-136.9834826661349,-216.46772007359132
2021-08-31 00:00:00+00:00,828.66,1002.9045178082195,-47.92571088366826,-126.31880692455123
2021-09-01 00:00:00+00:00,1536.14,1002.6086273972604,572.0085465746602,-38.47717397192048
2021-09-02 00:00:00+00:00,1861.72,1004.1684082191783,625.7917830284222,231.75980875239952
2021-09-03 00:00:00+00:00,1988.72,1002.4211205479454,582.6185482493077,403.68033120274697
2021-09-04 00:00:00+00:00,1763.6133333333335,1002.1607187214614,377.76338105010166,383.6892335617704
2021-09-05 00:00:00+00:00,1538.5066666666667,1001.9147095890414,411.3652476408501,125.22670943677514
2021-09-06 00:00:00+00:00,1313.4,1001.6830931506853,-291.897035540091,603.6139423894058
2021-09-07 00:00:00+00:00,925.16,1001.9129013698632,-13.042814611442896,-63.71008675842036
2021-09-08 00:00:00+00:00,1218.44,1002.2412849315072,49.775815449625185,166.42289961886772
2021-09-09 00:00:00+00:00,1762.1399999999999,1000.8209013698633,519.1637642321543,242.1553343979822
2021-09-10 00:00:00+00:00,573.8,1000.3611205479456,-36.570942693078926,-389.9901778548667
2021-09-11 00:00:00+00:00,599.1933333333333,999.1792666666669,125.35684170588863,-525.3427750392223
2021-09-12 00:00:00+00:00,624.5866666666667,998.5761616438359,60.96799414138593,-434.95748911855515
